text,category
"Possible dengue risk: standing water and many mosquitoes near bridge, Brgy. Riverside this morning. Need help ASAP.",Health
Fallen tree blocking Rizal St. in Brgy. Sta. Cruz during drizzle; needs clearing team.,Disaster
"Snatching incident reported on Mabini Ave., Brgy. Pag-asa at 6:15 AM; CCTV in area should be checked.",Crime
Patay ang ilaw sa poste malapit sa bridge Brgy. Bayanihan since since Monday.,Streetlight
"Construction drilling starts at 4:25 PM in Brgy. New Era, Liberty St.; violates quiet hours. Pls respond asap.",Noise
Baradong kanal sa Mabini Ave. Brgy. Riverside; umaapaw tuwing malakas ang ulan and water enters houses. 🔥,Flooding
Patay ang ilaw sa poste malapit sa bridge Brgy. Bagong Silang since this morning.,Streetlight
"Motorcycle with modified muffler keeps revving on Quezon Blvd., Brgy. Riverside every night.",Noise
Dead animal (dog/cat) on Del Pilar St. Brgy. San Isidro; needs proper disposal to avoid disease.,Animal Control
Loud karaoke in Brgy. San Isidro near terminal past 5:30 AM; kids can't sleep.,Noise
Snake spotted near shoreline Brgy. San Isidro since yesterday; residents scared. Need help ASAP.,Animal Control
Loud karaoke in Brgy. Sta. Cruz near chapel past 8:10 AM; kids can't sleep. Sana ma-actionan agad.,Noise
"Power pole leaning dangerously on Bonifacio Rd., Brgy. Mabini; might fall during drizzle. 😷",Electricity
"Electrical sparks seen then small fire on pole near public market, Brgy. Sta. Cruz during drizzle.",Fire
Intermittent internet: disconnects every few minutes in Brgy. Malinis especially at 11:55 PM.,Internet
May asong gala na nangagat sa Quezon Blvd. Brgy. Poblacion since yesterday; needs barangay action.,Animal Control
Strong winds damaged roofs in Brgy. Bayanihan today; families need temporary shelter.,Disaster
Snake spotted near canal Brgy. Poblacion last night; residents scared.,Animal Control
Stray cats and dogs tearing garbage near park Brgy. Pag-asa; causes mess and smell. 🚨,Animal Control
"Low water pressure on Mabini Ave., Brgy. Sta. Cruz yesterday; tap only drips.",Water Supply
"Large pothole on Liberty St., Brgy. San Isidro; a motorcycle almost crashed 3 days ago. Needs patching.",Road Damage
Drunk individuals harassing commuters near park Brgy. Bayanihan at 8:10 AM. Sana ma-actionan agad.,Crime
Loose hanging cables across National Hwy Brgy. Bayanihan; could snag vehicles. Sana ma-actionan agad.,Public Safety
Flickering streetlight at Del Pilar St. Brgy. Poblacion; safety concern for residents.,Streetlight
Pack of stray dogs near plaza in Brgy. Bagong Silang 7:00 PM; chased children.,Animal Control
"Manhole cover missing on National Hwy, Brgy. Bayanihan; water cannot drain properly after the thunderstorm. Sana ma-actionan agad.",Flooding
Open trench left by roadworks near bridge in Brgy. Sta. Cruz; no warning signs.,Road Damage
Fallen tree blocking Liberty St. in Brgy. Sta. Cruz tuwing malakas ang ulan; needs clearing team.,Disaster
Pack of stray dogs near evacuation center in Brgy. San Isidro 5:30 AM; chased children.,Animal Control
Open manhole on Sampaguita St. Brgy. Sta. Cruz near plaza; very dangerous at night.,Public Safety
"Illegal vendors blocking one lane on JP Laurel St., Brgy. Malinis; cars stuck and honking.",Traffic
Earthquake aftershocks reported; cracks seen at covered court Brgy. Pag-asa; request inspection.,Disaster
"Snatching incident reported on Liberty St., Brgy. Poblacion at 12:40 PM; CCTV in area should be checked.",Crime
Open trench left by roadworks near terminal in Brgy. Bagong Silang; no warning signs.,Road Damage
Forest/brush fire near Brgy. Bayanihan boundary; flames visible from National Hwy at 8:10 AM.,Fire
Drunk individuals harassing commuters near barangay hall Brgy. Bayanihan at 12:40 PM.,Crime
"Overflowing trash bins near the health center in Brgy. Pag-asa, Bonifacio Rd.. Foul smell yesterday; senior citizens complaining.",Garbage
Stray animals roaming near bridge in Brgy. San Isidro; risk of bites and rabies.,Health
Intermittent internet: disconnects every few minutes in Brgy. Bagong Silang especially at 8:10 AM.,Internet
"Knee-deep floodwater tuwing malakas ang ulan along Quezon Blvd., Brgy. Sta. Cruz. Drainage clogged with leaves and plastic.",Flooding
"Motorcycle with modified muffler keeps revving on Maharlika Rd., Brgy. Malinis every night. Pls respond asap.",Noise
Minor landslide/soil erosion near Brgy. Poblacion roadside on JP Laurel St. nung bagyo.,Disaster
Road shoulder collapsed near Brgy. Sta. Cruz along Mabini Ave. kahapon pagkatapos ng ulan; risk of accident. Need help ASAP.,Road Damage
Food stalls near bridge Brgy. New Era have uncovered food and flies; sanitation issue.,Health
"Knee-deep floodwater during drizzle along Mabini Ave., Brgy. Riverside. Drainage clogged with leaves and plastic. thank you.",Flooding
Community WiFi at terminal Brgy. Bagong Silang not working 3 days ago; router keeps rebooting. Pls respond asap.,Internet
Reported burglary at Rizal St. Brgy. Poblacion; window forced open since Monday.,Crime
Stray cats and dogs tearing garbage near health center Brgy. Bagong Silang; causes mess and smell.,Animal Control
Food stalls near health center Brgy. Bagong Silang have uncovered food and flies; sanitation issue.,Health
May nasusunog na basura/kanal near Quezon Blvd. Brgy. Riverside around 6:15 AM; strong odor and smoke.,Fire
May asong gala na nangagat sa Mabini Ave Brgy Bagong Silang since Monday; needs barangay action,Animal Control
"Streetlight not working on Sampaguita St., Brgy. Bayanihan; area is very dark at night. Sana ma-actionan agad.",Streetlight
Patay ang ilaw sa poste malapit sa elementary school Brgy. Bayanihan since 3 days ago.,Streetlight
"May tambak na basura sa kanto ng Del Pilar St., Brgy. Mabini. Hindi pa kinukuha yesterday. May daga na. thank you.",Garbage
Road shoulder collapsed near Brgy. San Isidro along National Hwy nung bagyo; risk of accident. 🚨,Road Damage
Grass fire reported near terminal in Brgy. Malinis 3 days ago; smoke reducing visibility on Sampaguita St..,Fire
"Overflowing trash bins near the chapel in Brgy. San Isidro, Rizal St.. Foul smell today; motorists complaining. Pls respond asap.",Garbage
Illegal dumping of mixed waste and construction debris beside the park at Brgy. San Isidro. 🔥,Garbage
May naghihinalang tao paikot-ikot near health center Brgy. Bagong Silang since Monday; residents feel unsafe.,Crime
Baha sa tapat ng plaza Brgy. Pag-asa at 7:00 PM; vehicles cannot pass safely.,Flooding
"Large pothole on National Hwy, Brgy. Bagong Silang; a motorcycle almost crashed today. Needs patching. 😷",Road Damage
"Motorcycle with modified muffler keeps revving on Maharlika Rd., Brgy. Riverside every night.",Noise
"Low water pressure on Maharlika Rd., Brgy. Pag-asa yesterday; tap only drips. Need help ASAP.",Water Supply
Broken footbridge/handrail near terminal Brgy. Mabini; risk of falling.,Public Safety
"May tambak na basura sa kanto ng National Hwy, Brgy. Bagong Silang. Hindi pa kinukuha yesterday. May daga na.",Garbage
Several streetlights out along Sampaguita St. in Brgy. San Isidro; please repair.,Streetlight
Bar music too loud near riverbank Brgy San Isidro; windows shaking,Noise
Internet connection down in Brgy. Poblacion since this morning; students can't attend online class.,Internet
"Illegal vendors blocking one lane on JP Laurel St., Brgy. Bagong Silang; cars stuck and honking.",Traffic
No water supply in Brgy. Malinis since 12:40 PM; residents cannot store water.,Water Supply
Blocked fire exit/escape route near riverbank Brgy. Bagong Silang; please enforce safety.,Public Safety
Uncollected garbage after market day near bridge in Brgy. Sta. Cruz; plastic scattered on the road.,Garbage
Evacuation center at park Brgy. Poblacion lacks supplies (water/blankets) for 1 week.,Disaster
Strong winds damaged roofs in Brgy. Bagong Silang last night; families need temporary shelter.,Disaster
"Snatching incident reported on Bonifacio Rd., Brgy. Poblacion at 6:15 AM; CCTV in area should be checked.",Crime
Someone is dumping wastewater/sewage on Mabini Ave. Brgy. Riverside; foul smell and slippery road.,Health
May nag-iinuman at sobrang ingay sa Sampaguita St. Brgy. Bayanihan hanggang 11:55 PM.,Noise
Baradong kanal sa National Hwy Brgy. Riverside; umaapaw nung bagyo and water enters houses.,Flooding
Kitchen fire at a stall near plaza Brgy. Riverside; needs inspection of LPG safety.,Fire
Strong winds damaged roofs in Brgy. Pag-asa since yesterday; families need temporary shelter.,Disaster
May bitak at lubak sa kalsada sa Bonifacio Rd. Brgy. Mabini; delikado lalo na pag gabi.,Road Damage
Open manhole on JP Laurel St. Brgy. San Isidro near health center; very dangerous at night.,Public Safety
Food stalls near public market Brgy. Poblacion have uncovered food and flies; sanitation issue.,Health
"Streetlight not working on Del Pilar St., Brgy. Bayanihan; area is very dark at night.",Streetlight
Blocked fire exit/escape route near bridge Brgy. New Era; please enforce safety.,Public Safety
Broken footbridge/handrail near park Brgy. Mabini; risk of falling. Sana ma-actionan agad.,Public Safety
Very slow mobile data signal near barangay hall Brgy. Malinis; calls dropping frequently.,Internet
May nag-iinuman at sobrang ingay sa Bonifacio Rd. Brgy. Riverside hanggang 8:10 AM. Need help ASAP.,Noise
"Possible dengue risk: standing water and many mosquitoes near park, Brgy San Isidro 3 days ago 😟",Health
Someone is dumping wastewater/sewage on Mabini Ave. Brgy. New Era; foul smell and slippery road.,Health
Uncovered well/pit near Brgy. Bagong Silang houses; children at risk.,Public Safety
Water leak from main pipe near terminal Brgy. Mabini; water wasted and road flooded.,Water Supply
Exposed electrical wire hanging near elementary school in Brgy. Poblacion; could electrocute someone.,Electricity
"Illegal vendors blocking one lane on Quezon Blvd., Brgy. Malinis; cars stuck and honking. Sana ma-actionan agad.",Traffic
Bar music too loud near barangay hall Brgy. Sta. Cruz; windows shaking.,Noise
Open trench left by roadworks near chapel in Brgy. Malinis; no warning signs.,Road Damage
"Overflowing trash bins near the evacuation center in Brgy Bagong Silang, Maharlika Rd Foul smell yesterday; senior citizens complaining",Garbage
Earthquake aftershocks reported; cracks seen at elementary school Brgy. New Era; request inspection. Sana ma-actionan agad.,Disaster
"Broken sidewalk tiles near evacuation center, Brgy. Poblacion; pedestrians keep tripping. 😟",Road Damage
Stray cats and dogs tearing garbage near covered court Brgy. Sta. Cruz; causes mess and smell.,Animal Control
"May tambak na basura sa kanto ng Rizal St., Brgy. Bagong Silang. Hindi pa kinukuha for 1 week. May daga na.",Garbage
Exposed electrical wire hanging near covered court in Brgy. Mabini; could electrocute someone.,Electricity
Snake spotted near shoreline Brgy. Sta. Cruz 3 days ago; residents scared.,Animal Control
Illegal dumping of mixed waste and construction debris beside the chapel at Brgy. Pag-asa.,Garbage
"Knee-deep floodwater tuwing malakas ang ulan along Del Pilar St., Brgy. Sta. Cruz. Drainage clogged with leaves and plastic.",Flooding
No water supply in Brgy. Malinis since 9:30 PM; residents cannot store water. Pls respond asap.,Water Supply
Evacuation center at health center Brgy. San Isidro lacks supplies (water/blankets) since yesterday.,Disaster
"Large pothole on Rizal St., Brgy. New Era; a motorcycle almost crashed yesterday. Needs patching. Need help ASAP.",Road Damage
Illegal dumping of mixed waste and construction debris beside the health center at Brgy Bayanihan Sana ma-actionan agad,Garbage
"Possible dengue risk: standing water and many mosquitoes near evacuation center, Brgy. Riverside since Monday.",Health
Open manhole on National Hwy Brgy. Bagong Silang near terminal; very dangerous at night.,Public Safety
"Large pothole on Bonifacio Rd., Brgy. Mabini; a motorcycle almost crashed since Monday. Needs patching.",Road Damage
Blocked fire exit/escape route near bridge Brgy. Pag-asa; please enforce safety. 😷,Public Safety
Open trench left by roadworks near covered court in Brgy. Malinis; no warning signs. Sana ma-actionan agad.,Road Damage
"Construction drilling starts at 4:25 PM in Brgy. San Isidro, JP Laurel St.; violates quiet hours.",Noise
"Standing water in front of health center, Brgy. Sta. Cruz today; possible mosquito breeding.",Flooding
"Standing water in front of elementary school, Brgy. Riverside 3 days ago; possible mosquito breeding. Need help ASAP.",Flooding
May naghihinalang tao paikot-ikot near chapel Brgy. Bagong Silang since Monday; residents feel unsafe. 🙏,Crime
Several streetlights out along Bonifacio Rd in Brgy Sta Cruz; please repair Need help ASAP,Streetlight
"Low water pressure on Rizal St., Brgy. Bayanihan for 1 week; tap only drips.",Water Supply
Open manhole on JP Laurel St. Brgy. New Era near park; very dangerous at night.,Public Safety
Community WiFi at terminal Brgy. Malinis not working last night; router keeps rebooting.,Internet
Motorcycle theft attempt near chapel in Brgy. Mabini last night; please increase patrol.,Crime
"Illegal vendors blocking one lane on Del Pilar St, Brgy Sta Cruz; cars stuck and honking",Traffic
"Overflowing trash bins near the chapel in Brgy. Pag-asa, Maharlika Rd.. Foul smell for 1 week; vendors complaining.",Garbage
Illegal dumping of mixed waste and construction debris beside the health center at Brgy. Poblacion. thank you.,Garbage
"Electrical sparks seen then small fire on pole near plaza, Brgy. Mabini after heavy rain. 😟",Fire
Open manhole on Sampaguita St. Brgy. Mabini near elementary school; very dangerous at night.,Public Safety
Reported burglary at National Hwy Brgy. Bagong Silang; window forced open last night. Sana ma-actionan agad.,Crime
Motorcycle theft attempt near terminal in Brgy. San Isidro last night; pls increase patrol.,Crime
Pack of stray dogs near bridge in Brgy. Bayanihan 11:55 PM; chased children. 😷,Animal Control
"May tambak na basura sa kanto ng Quezon Blvd., Brgy. Poblacion. Hindi pa kinukuha this morning. May daga na. Sana ma-actionan agad.",Garbage
Several streetlights out along Mabini Ave. in Brgy. Riverside; pls repair.,Streetlight
"Low water pressure on JP Laurel St., Brgy. Riverside for 1 week; tap only drips.",Water Supply
Fallen tree blocking Del Pilar St. in Brgy. Pag-asa after heavy rain; needs clearing team. 😟,Disaster
Fallen tree blocking JP Laurel St. in Brgy. San Isidro nung bagyo; needs clearing team.,Disaster
Stray animals roaming near elementary school in Brgy Mabini; risk of bites and rabies,Health
Heavy traffic due to double parking near evacuation center in Brgy. Sta. Cruz at 5:30 AM. thank you.,Traffic
Road shoulder collapsed near Brgy Poblacion along Sampaguita St tuwing malakas ang ulan; risk of accident,Road Damage
"Standing water in front of elementary school, Brgy. Bagong Silang since Monday; possible mosquito breeding.",Flooding
"Manhole cover missing on JP Laurel St., Brgy. San Isidro; water cannot drain properly kahapon pagkatapos ng ulan.",Flooding
May nag-iinuman at sobrang ingay sa Rizal St. Brgy. Sta. Cruz hanggang 7:00 PM. Pls respond asap.,Noise
May nag-iinuman at sobrang ingay sa Mabini Ave. Brgy. Riverside hanggang 6:15 AM.,Noise
May bitak at lubak sa kalsada sa Mabini Ave. Brgy. Bagong Silang; delikado lalo na pag gabi.,Road Damage
Heavy traffic due to double parking near evacuation center in Brgy Pag-asa at 7:00 PM,Traffic
Forest/brush fire near Brgy. New Era boundary; flames visible from JP Laurel St. at 6:15 AM.,Fire
No traffic enforcer at intersection of Sampaguita St. in Brgy. Poblacion; near-misses happening.,Traffic
Open trench left by roadworks near barangay hall in Brgy. Bayanihan; no warning signs.,Road Damage
"Large pothole on Rizal St., Brgy. New Era; a motorcycle almost crashed since yesterday. Needs patching. Need help ASAP.",Road Damage
Open trench left by roadworks near riverbank in Brgy. Poblacion; no warning signs.,Road Damage
"Possible dengue risk: standing water and many mosquitoes near public market, Brgy. Mabini 3 days ago. Need help ASAP.",Health
No traffic enforcer at intersection of Quezon Blvd. in Brgy. Bayanihan; near-misses happening.,Traffic
"Possible dengue risk: standing water and many mosquitoes near chapel, Brgy. Riverside this morning.",Health
Internet connection down in Brgy. San Isidro since last night; students can't attend online class.,Internet
Illegal dumping of mixed waste and construction debris beside the plaza at Brgy Sta Cruz Pls respond asap,Garbage
Forest/brush fire near Brgy. Malinis boundary; flames visible from Maharlika Rd. at 9:30 PM.,Fire
Forest/brush fire near Brgy. Poblacion boundary; flames visible from JP Laurel St. at 6:15 AM.,Fire
Bar music too loud near chapel Brgy. San Isidro; windows shaking.,Noise
Someone is dumping wastewater/sewage on National Hwy Brgy. Malinis; foul smell and slippery road.,Health
Uncollected garbage after market day near elementary school in Brgy. San Isidro; plastic scattered on the road.,Garbage
Water leak from main pipe near chapel Brgy. Bayanihan; water wasted and road flooded.,Water Supply
"Construction drilling starts at 9:30 PM in Brgy. San Isidro, Bonifacio Rd.; violates quiet hours.",Noise
"Illegal vendors blocking one lane on Bonifacio Rd., Brgy. Bayanihan; cars stuck and honking.",Traffic
Power outage in Brgy. Bayanihan since 11:55 PM; households cannot use appliances.,Electricity
"May tambak na basura sa kanto ng National Hwy, Brgy. New Era. Hindi pa kinukuha today. May daga na. thank you.",Garbage
"Illegal vendors blocking one lane on Bonifacio Rd., Brgy. Mabini; cars stuck and honking.",Traffic
Broken footbridge/handrail near health center Brgy. Sta. Cruz; risk of falling.,Public Safety
Stray cats and dogs tearing garbage near riverbank Brgy Bagong Silang; causes mess and smell,Animal Control
"Power pole leaning dangerously on National Hwy, Brgy. Riverside; might fall kahapon pagkatapos ng ulan.",Electricity
Loud karaoke in Brgy Mabini near riverbank past 4:25 PM; kids can't sleep,Noise
Stray animals roaming near health center in Brgy. San Isidro; risk of bites and rabies.,Health
"Knee-deep floodwater after the thunderstorm along Liberty St., Brgy. Malinis. Drainage clogged with leaves and plastic.",Flooding
Intermittent internet: disconnects every few minutes in Brgy. Bayanihan especially at 4:25 PM.,Internet
May naghihinalang tao paikot-ikot near terminal Brgy. Bagong Silang this morning; residents feel unsafe.,Crime
"Snatching incident reported on Mabini Ave., Brgy. Bayanihan at 4:25 PM; CCTV in area should be checked.",Crime
Transformer humming loudly and smells burnt near National Hwy Brgy. New Era; possible overload.,Electricity
May bitak at lubak sa kalsada sa Quezon Blvd. Brgy. Mabini; delikado lalo na pag gabi.,Road Damage
"Possible dengue risk: standing water and many mosquitoes near bridge, Brgy. Pag-asa this morning.",Health
Water leak from main pipe near terminal Brgy. Malinis; water wasted and road flooded.,Water Supply
"Streetlight not working on Bonifacio Rd., Brgy. Pag-asa; area is very dark at night. Sana ma-actionan agad.",Streetlight
Fallen tree blocking Maharlika Rd. in Brgy. Poblacion nung bagyo; needs clearing team.,Disaster
Motorcycle theft attempt near bridge in Brgy. San Isidro last night; pls increase patrol. thank you.,Crime
May nasusunog na basura/kanal near National Hwy Brgy. Mabini around 12:40 PM; strong odor and smoke.,Fire
May nasusunog na basura/kanal near Rizal St. Brgy. New Era around 6:15 AM; strong odor and smoke.,Fire
"Low water pressure on Bonifacio Rd., Brgy. Bagong Silang today; tap only drips.",Water Supply
"Broken sidewalk tiles near health center, Brgy. Malinis; pedestrians keep tripping.",Road Damage
Broken lamp cover at Brgy. Sta. Cruz near terminal; bulb exposed and could shatter.,Streetlight
"Snatching incident reported on Maharlika Rd., Brgy. Pag-asa at 12:40 PM; CCTV in area should be checked.",Crime
Illegal dumping of mixed waste and construction debris beside the bridge at Brgy. Bagong Silang.,Garbage
"Motorcycle with modified muffler keeps revving on Liberty St., Brgy. Bayanihan every night.",Noise
Baha sa tapat ng evacuation center Brgy. Malinis at 11:55 PM; vehicles cannot pass safely.,Flooding
Blocked fire exit/escape route near evacuation center Brgy. Riverside; please enforce safety.,Public Safety
Faded pedestrian crossing near elementary school Brgy. Mabini; drivers don't slow down.,Traffic
Loud karaoke in Brgy. Malinis near terminal past 7:00 PM; kids can't sleep.,Noise
Baradong kanal sa Bonifacio Rd. Brgy. Bayanihan; umaapaw during drizzle and water enters houses. thank you.,Flooding
Uncollected garbage after market day near chapel in Brgy. San Isidro; plastic scattered on the road.,Garbage
"Low water pressure on Quezon Blvd., Brgy. Poblacion today; tap only drips.",Water Supply
Water interruption happens every morning in Brgy. Riverside; need schedule/notice.,Water Supply
"Streetlight not working on Maharlika Rd., Brgy. Bayanihan; area is very dark at night. Need help ASAP.",Streetlight
"Power pole leaning dangerously on Maharlika Rd., Brgy. Bagong Silang; might fall nung bagyo. Need help ASAP.",Electricity
Flickering streetlight at Maharlika Rd. Brgy. San Isidro; safety concern for vendors.,Streetlight
"Large pothole on Del Pilar St., Brgy. Poblacion; a motorcycle almost crashed 3 days ago. Needs patching.",Road Damage
Minor landslide/soil erosion near Brgy. Riverside roadside on Rizal St. kahapon pagkatapos ng ulan. Need help ASAP.,Disaster
Stray animals roaming near plaza in Brgy Poblacion; risk of bites and rabies,Health
"Illegal vendors blocking one lane on Mabini Ave., Brgy. Malinis; cars stuck and honking. Need help ASAP.",Traffic
Earthquake aftershocks reported; cracks seen at public market Brgy. Sta. Cruz; request inspection.,Disaster
May nasusunog na basura/kanal near Sampaguita St. Brgy. Pag-asa around 11:55 PM; strong odor and smoke.,Fire
Someone is dumping wastewater/sewage on Liberty St. Brgy. New Era; foul smell and slippery road.,Health
Pack of stray dogs near health center in Brgy. Riverside 4:25 PM; chased children.,Animal Control
Dead animal (dog/cat) on Bonifacio Rd. Brgy. New Era; needs proper disposal to avoid disease.,Animal Control
Food stalls near plaza Brgy. San Isidro have uncovered food and flies; sanitation issue.,Health
Broken footbridge/handrail near barangay hall Brgy. Bayanihan; risk of falling.,Public Safety
Motorcycle theft attempt near plaza in Brgy. Poblacion last night; please increase patrol.,Crime
Baradong kanal sa Maharlika Rd. Brgy. Bayanihan; umaapaw after heavy rain and water enters houses. Pls respond asap.,Flooding
Broken lamp cover at Brgy. Poblacion near public market; bulb exposed and could shatter.,Streetlight
"Large pothole on Bonifacio Rd., Brgy. Mabini; a motorcycle almost crashed since Monday. Needs patching. thank you.",Road Damage
Patay ang ilaw sa poste malapit sa riverbank Brgy. San Isidro since yesterday.,Streetlight
Reported burglary at JP Laurel St. Brgy. Sta. Cruz; window forced open since yesterday.,Crime
May nag-iinuman at sobrang ingay sa Mabini Ave. Brgy. Sta. Cruz hanggang 11:55 PM.,Noise
May bitak at lubak sa kalsada sa Mabini Ave Brgy Malinis; delikado lalo na pag gabi,Road Damage
Water interruption happens every morning in Brgy. Malinis; need schedule/notice.,Water Supply
Several streetlights out along Mabini Ave. in Brgy. Pag-asa; please repair. thank you.,Streetlight
Intermittent internet: disconnects every few minutes in Brgy Bayanihan especially at 6:15 AM,Internet
Minor landslide/soil erosion near Brgy. Riverside roadside on Mabini Ave. kahapon pagkatapos ng ulan.,Disaster
Dead animal (dog/cat) on Bonifacio Rd. Brgy. Bagong Silang; needs proper disposal to avoid disease.,Animal Control
May bitak at lubak sa kalsada sa JP Laurel St. Brgy. Mabini; delikado lalo na pag gabi.,Road Damage
"Snatching incident reported on National Hwy, Brgy. Riverside at 4:25 PM; CCTV in area should be checked.",Crime
Minor landslide/soil erosion near Brgy. Pag-asa roadside on Rizal St. tuwing malakas ang ulan.,Disaster
"Streetlight not working on Quezon Blvd., Brgy. Pag-asa; area is very dark at night.",Streetlight
Reported suspected food poisoning after eating at elementary school Brgy. Poblacion today; several children got sick.,Health
Minor landslide/soil erosion near Brgy. Riverside roadside on Bonifacio Rd. nung bagyo.,Disaster
Reported burglary at Sampaguita St. Brgy. Bayanihan; window forced open yesterday.,Crime
Reported suspected food poisoning after eating at terminal Brgy. New Era this morning; several motorists got sick.,Health
Transformer humming loudly and smells burnt near Quezon Blvd Brgy Bagong Silang; possible overload,Electricity
Internet connection down in Brgy. Malinis since 3 days ago; students can't attend online class. Pls respond asap.,Internet
May naghihinalang tao paikot-ikot near chapel Brgy. Pag-asa last night; residents feel unsafe. 🙏,Crime
"Snatching incident reported on Maharlika Rd., Brgy. New Era at 8:10 AM; CCTV in area should be checked.",Crime
Motorcycle theft attempt near barangay hall in Brgy. Sta. Cruz last night; please increase patrol.,Crime
"Electrical sparks seen then small fire on pole near bridge, Brgy. Bayanihan after the thunderstorm. Need help ASAP.",Fire
Kitchen fire at a stall near chapel Brgy. Pag-asa; needs inspection of LPG safety.,Fire
Grass fire reported near bridge in Brgy. New Era since Monday; smoke reducing visibility on National Hwy.,Fire
Exposed electrical wire hanging near terminal in Brgy. Bagong Silang; could electrocute someone.,Electricity
Snake spotted near shoreline Brgy. Poblacion today; residents scared.,Animal Control
Internet connection down in Brgy. Riverside since yesterday; students can't attend online class.,Internet
Strong winds damaged roofs in Brgy. Pag-asa for 1 week; families need temporary shelter.,Disaster
"Tricycles loading/unloading in the middle of National Hwy, Brgy. Bagong Silang; causes congestion. Pls respond asap.",Traffic
Open manhole on Rizal St. Brgy. Bayanihan near evacuation center; very dangerous at night.,Public Safety
"Snatching incident reported on Bonifacio Rd., Brgy. Malinis at 5:30 AM; CCTV in area should be checked. Pls respond asap.",Crime
Strong winds damaged roofs in Brgy Bayanihan last night; families need temporary shelter,Disaster
Forest/brush fire near Brgy. San Isidro boundary; flames visible from Mabini Ave. at 5:30 AM.,Fire
"Illegal vendors blocking one lane on Maharlika Rd., Brgy. Poblacion; cars stuck and honking.",Traffic
"Large pothole on Liberty St., Brgy. San Isidro; a motorcycle almost crashed since Monday. Needs patching.",Road Damage
Earthquake aftershocks reported; cracks seen at evacuation center Brgy. Bayanihan; request inspection. thank you.,Disaster
Evacuation center at plaza Brgy. Malinis lacks supplies (water/blankets) since yesterday.,Disaster
May nag-iinuman at sobrang ingay sa Del Pilar St. Brgy. Sta. Cruz hanggang 6:15 AM.,Noise
Fiber line hanging low across Quezon Blvd. Brgy. New Era; trucks might hit it.,Internet
"Broken sidewalk tiles near riverbank, Brgy. Pag-asa; pedestrians keep tripping. Pls respond asap.",Road Damage
Baha sa tapat ng park Brgy Pag-asa at 5:30 AM; vehicles cannot pass safely,Flooding
Baha sa tapat ng park Brgy. New Era at 9:30 PM; vehicles cannot pass safely. Pls respond asap.,Flooding
"Streetlight not working on Mabini Ave, Brgy Riverside; area is very dark at night",Streetlight
Illegal dumping of mixed waste and construction debris beside the barangay hall at Brgy. Poblacion.,Garbage
Baradong kanal sa National Hwy Brgy. Malinis; umaapaw nung bagyo and water enters houses.,Flooding
Strong winds damaged roofs in Brgy. New Era 3 days ago; families need temporary shelter.,Disaster
No water supply in Brgy. Bagong Silang since 5:30 AM; residents cannot store water.,Water Supply
May asong gala na nangagat sa JP Laurel St. Brgy. Sta. Cruz for 1 week; needs barangay action.,Animal Control
Loose hanging cables across Sampaguita St Brgy San Isidro; could snag vehicles,Public Safety
"Manhole cover missing on Bonifacio Rd., Brgy. San Isidro; water cannot drain properly nung bagyo.",Flooding
"Power pole leaning dangerously on JP Laurel St., Brgy. Pag-asa; might fall during drizzle. Sana ma-actionan agad.",Electricity
Open manhole on Rizal St. Brgy. Bayanihan near elementary school; very dangerous at night.,Public Safety
Open trench left by roadworks near elementary school in Brgy. Pag-asa; no warning signs.,Road Damage
Bar music too loud near covered court Brgy. Bagong Silang; windows shaking.,Noise
"Snatching incident reported on National Hwy, Brgy. Mabini at 11:55 PM; CCTV in area should be checked.",Crime
Stray cats and dogs tearing garbage near terminal Brgy. Mabini; causes mess and smell.,Animal Control
Forest/brush fire near Brgy. Bagong Silang boundary; flames visible from Quezon Blvd. at 6:15 AM.,Fire
Baha sa tapat ng plaza Brgy. Riverside at 8:10 AM; vehicles cannot pass safely.,Flooding
"Streetlight not working on JP Laurel St., Brgy. Pag-asa; area is very dark at night.",Streetlight
May asong gala na nangagat sa Del Pilar St. Brgy. Sta. Cruz today; needs barangay action. 🙏,Animal Control
Fiber line hanging low across Liberty St. Brgy. Mabini; trucks might hit it.,Internet
Kitchen fire at a stall near chapel Brgy. Riverside; needs inspection of LPG safety.,Fire
Fiber line hanging low across Rizal St. Brgy. Riverside; trucks might hit it. Pls respond asap.,Internet
Frequent voltage fluctuation/brownout in Brgy. New Era since Monday; lights flicker.,Electricity
Blocked fire exit/escape route near terminal Brgy. New Era; please enforce safety. Need help ASAP.,Public Safety
Forest/brush fire near Brgy. San Isidro boundary; flames visible from National Hwy at 11:55 PM.,Fire
May naghihinalang tao paikot-ikot near bridge Brgy. Malinis for 1 week; residents feel unsafe.,Crime
"May nagsusunog ng basura near plaza, Brgy. Riverside around 12:40 PM; usok pumapasok sa bahay.",Garbage
Faded pedestrian crossing near elementary school Brgy. Malinis; drivers don't slow down. Need help ASAP. 🙏,Traffic
Dead animal (dog/cat) on Del Pilar St. Brgy. Poblacion; needs proper disposal to avoid disease.,Animal Control
"Low water pressure on National Hwy, Brgy. Poblacion for 1 week; tap only drips.",Water Supply
Evacuation center at covered court Brgy. Mabini lacks supplies (water/blankets) today.,Disaster
Water leak from main pipe near health center Brgy. Bayanihan; water wasted and road flooded.,Water Supply
Broken lamp cover at Brgy. Sta. Cruz near covered court; bulb exposed and could shatter. Pls respond asap.,Streetlight
